date,team,opponent,elo_after,elo_change,score
2022-06-03,Aruba,St Martin,906,-3,0 - 0
2022-06-06,Aruba,St Martin,936,30,3 - 0
2022-06-09,Aruba,St Kitts and Nevis,928,-8,2 - 3
2022-11-24,Aruba,Curaçao,942,14,2 - 2
2022-11-26,Aruba,Bonaire,959,17,1 - 0
2023-03-27,Aruba,St Kitts and Nevis,951,-8,2 - 0
2023-09-11,Aruba,Cayman Islands,970,19,1 - 2
2023-10-14,Aruba,United States Virgin Islands,975,5,3 - 1
2023-11-16,Aruba,United States Virgin Islands,989,14,1 - 4
2023-11-20,Aruba,Cayman Islands,1002,13,5 - 1
2024-03-23,Aruba,Dominican Republic,998,-4,2 - 0
2024-06-08,Aruba,Curaçao,986,-12,0 - 2
2024-06-11,Aruba,St Lucia,992,6,2 - 2
2024-09-06,Aruba,Sint Maarten,951,-41,2 - 0
2024-09-09,Aruba,Puerto Rico,944,-7,1 - 0
2024-10-11,Aruba,Haiti,940,-4,1 - 3
2024-10-14,Aruba,Haiti,936,-4,3 - 5
2024-11-15,Aruba,Puerto Rico,924,-12,5 - 1
2024-11-18,Aruba,Sint Maarten,903,-21,1 - 0
2025-03-25,Aruba,Cambodia,914,11,1 - 2
2025-06-04,Aruba,Barbados,922,8,1 - 1
2025-06-07,Aruba,Haiti,918,-4,0 - 5
2025-11-12,Aruba,Antigua and Barbuda,921,4,0 - 0
2025-11-15,Aruba,Barbados,949,28,3 - 0
2026-03-26,Aruba,Macau,955,6,4 - 1
2026-03-29,Aruba,Liechtenstein,979,24,4 - 1
2026-06-06,Aruba,Curaçao,979,-1,4 - 0
2021-06-03,Australia,Kuwait,1728,16,0 - 3
2021-06-07,Australia,Taiwan,1729,1,5 - 1
2021-06-11,Australia,Nepal,1730,1,3 - 0
2021-06-15,Australia,Jordan,1737,7,1 - 0
2021-09-02,Australia,China,1752,15,3 - 0
2021-09-07,Australia,Vietnam,1760,8,0 - 1
2021-10-07,Australia,Oman,1772,12,3 - 1
2021-10-12,Australia,Japan,1755,-17,2 - 1
2021-11-11,Australia,Saudi Arabia,1745,-10,0 - 0
2021-11-16,Australia,China,1733,-12,1 - 1
2022-01-27,Australia,Vietnam,1737,4,4 - 0
2022-02-01,Australia,Oman,1730,-7,2 - 2
2022-03-24,Australia,Japan,1696,-34,0 - 2
2022-03-29,Australia,Saudi Arabia,1677,-19,1 - 0
2022-06-01,Australia,Jordan,1683,6,2 - 1
2022-06-07,Australia,United Arab Emirates,1694,11,2 - 1
2022-06-13,Australia,Peru,1703,9,0 - 0
2022-09-22,Australia,New Zealand,1707,4,1 - 0
2022-09-25,Australia,New Zealand,1719,12,0 - 2
2022-11-22,Australia,France,1702,-17,4 - 1
2022-11-26,Australia,Tunisia,1734,32,1 - 0
2022-11-30,Australia,Denmark,1779,45,1 - 0
2022-12-03,Australia,Argentina,1772,-7,2 - 1
2023-03-24,Australia,Ecuador,1786,14,3 - 1
2023-03-28,Australia,Ecuador,1774,-12,1 - 2
2023-06-15,Australia,Argentina,1771,-3,2 - 0
2023-09-09,Australia,Mexico,1773,2,2 - 2
2023-10-13,Australia,England,1770,-3,1 - 0
2023-10-17,Australia,New Zealand,1779,9,2 - 0
2023-11-16,Australia,Bangladesh,1779,0,7 - 0
2023-11-21,Australia,Palestine,1783,4,1 - 0
2024-01-06,Australia,Bahrain,1787,4,2 - 0
2024-01-13,Australia,India,1790,3,2 - 0
2024-01-18,Australia,Syria,1796,6,1 - 0
2024-01-23,Australia,Uzbekistan,1786,-10,1 - 1
2024-01-28,Australia,Indonesia,1791,5,4 - 0
2024-02-02,Australia,South Korea,1764,-27,2 - 1
2024-03-21,Australia,Lebanon,1766,2,2 - 0
2024-03-26,Australia,Lebanon,1769,3,5 - 0
2024-06-06,Australia,Bangladesh,1770,1,0 - 2
2024-06-11,Australia,Palestine,1775,5,5 - 0
2024-09-05,Australia,Bahrain,1738,-37,0 - 1
2024-09-10,Australia,Indonesia,1724,-14,0 - 0
2024-10-10,Australia,China,1728,4,3 - 1
2024-10-15,Australia,Japan,1741,13,1 - 1
2024-11-14,Australia,Saudi Arabia,1728,-13,0 - 0
2024-11-19,Australia,Bahrain,1718,-10,2 - 2
2025-03-20,Australia,Indonesia,1722,4,5 - 1
2025-03-25,Australia,China,1736,14,0 - 2
2025-06-05,Australia,Japan,1757,22,1 - 0
2025-06-10,Australia,Saudi Arabia,1774,17,1 - 2
2025-09-05,Australia,New Zealand,1777,3,1 - 0
2025-09-09,Australia,New Zealand,1789,12,1 - 3
2025-10-10,Australia,Canada,1802,13,0 - 1
2025-10-14,Australia,USA,1794,-10,2 - 1
2025-11-14,Australia,Venezuela,1782,-12,1 - 0
2025-11-18,Australia,Colombia,1774,-8,3 - 0
2026-03-27,Australia,Cameroon,1778,5,1 - 0
2026-03-31,Australia,Curaçao,1782,4,5 - 1
2026-05-30,Australia,Mexico,1774,-8,1 - 0
2026-06-06,Australia,Switzerland,1777,3,1 - 1
2021-06-02,Austria,England,1752,-3,1 - 0
2021-06-06,Austria,Slovakia,1747,-5,0 - 0
2021-06-13,Austria,North Macedonia,1770,23,3 - 1
2021-06-17,Austria,Netherlands,1758,-12,2 - 0
2021-06-21,Austria,Ukraine,1787,29,1 - 0
2021-06-26,Austria,Italy,1778,-9,2 - 1
2021-09-01,Austria,Moldova,1782,4,0 - 2
2021-09-04,Austria,Israel,1741,-41,5 - 2
2021-09-07,Austria,Scotland,1710,-31,0 - 1
2021-10-09,Austria,Faroe Islands,1717,7,0 - 2
2021-10-12,Austria,Denmark,1713,-4,1 - 0
2021-11-12,Austria,Israel,1729,16,4 - 2
2021-11-15,Austria,Moldova,1731,2,4 - 1
2022-03-24,Austria,Wales,1722,-9,2 - 1
2022-03-29,Austria,Scotland,1719,-3,2 - 2
2022-06-03,Austria,Croatia,1775,56,0 - 3
2022-06-06,Austria,Denmark,1760,-15,1 - 2
2022-06-10,Austria,France,1771,11,1 - 1
2022-06-13,Austria,Denmark,1761,-10,2 - 0
2022-09-22,Austria,France,1754,-7,2 - 0
2022-09-25,Austria,Croatia,1728,-26,1 - 3
2022-11-16,Austria,Andorra,1729,1,1 - 0
2022-11-20,Austria,Italy,1751,22,2 - 0
2023-03-24,Austria,Azerbaijan,1756,5,4 - 1
2023-03-27,Austria,Estonia,1759,3,2 - 1
2023-06-17,Austria,Belgium,1774,15,1 - 1
2023-06-20,Austria,Sweden,1794,20,2 - 0
2023-09-07,Austria,Moldova,1785,-9,1 - 1
2023-09-12,Austria,Sweden,1821,36,1 - 3
2023-10-13,Austria,Belgium,1805,-16,2 - 3
2023-10-16,Austria,Azerbaijan,1813,8,0 - 1
2023-11-16,Austria,Estonia,1821,8,0 - 2
2023-11-21,Austria,Germany,1835,14,2 - 0
2024-03-23,Austria,Slovakia,1847,12,0 - 2
2024-03-26,Austria,Turkey,1857,10,6 - 1
2024-06-04,Austria,Serbia,1862,5,2 - 1
2024-06-08,Austria,Switzerland,1863,1,1 - 1
2024-06-17,Austria,France,1852,-11,1 - 0
2024-06-21,Austria,Poland,1877,25,3 - 1
2024-06-25,Austria,Netherlands,1910,33,3 - 2
2024-07-02,Austria,Turkey,1876,-34,2 - 1
2024-09-06,Austria,Slovenia,1876,0,1 - 1
2024-09-09,Austria,Norway,1853,-23,2 - 1
2024-10-10,Austria,Kazakhstan,1857,4,4 - 0
2024-10-13,Austria,Norway,1876,19,5 - 1
2024-11-14,Austria,Kazakhstan,1884,8,0 - 2
2024-11-17,Austria,Slovenia,1871,-13,1 - 1
2025-03-20,Austria,Serbia,1862,-9,1 - 1
2025-03-23,Austria,Serbia,1837,-25,2 - 0
2025-06-07,Austria,Romania,1845,8,2 - 1
2025-06-10,Austria,San Marino,1845,0,0 - 4
2025-09-06,Austria,Cyprus,1846,1,1 - 0
2025-09-09,Austria,Bosnia and Herzegovina,1855,9,1 - 2
2025-10-09,Austria,San Marino,1855,0,10 - 0
2025-10-12,Austria,Romania,1829,-26,1 - 0
2025-11-15,Austria,Cyprus,1834,5,0 - 2
2025-11-18,Austria,Bosnia and Herzegovina,1818,-16,1 - 1
2026-03-27,Austria,Ghana,1821,3,5 - 1
2026-03-31,Austria,South Korea,1827,6,1 - 0
2026-06-01,Austria,Tunisia,1830,3,1 - 0
2021-06-02,Azerbaijan,Belarus,1388,16,1 - 2
2021-06-06,Azerbaijan,Moldova,1376,-12,1 - 0
2021-09-01,Azerbaijan,Luxembourg,1362,-14,2 - 1
2021-09-04,Azerbaijan,Republic of Ireland,1377,15,1 - 1
2021-09-07,Azerbaijan,Portugal,1374,-3,0 - 3
2021-10-09,Azerbaijan,Republic of Ireland,1352,-22,0 - 3
2021-10-12,Azerbaijan,Serbia,1350,-2,3 - 1
2021-11-11,Azerbaijan,Luxembourg,1315,-35,1 - 3
2021-11-14,Azerbaijan,Qatar,1321,6,2 - 2
2022-03-25,Azerbaijan,Malta,1311,-10,1 - 0
2022-03-29,Azerbaijan,Latvia,1301,-10,1 - 0
2022-06-03,Azerbaijan,Kazakhstan,1282,-19,2 - 0
2022-06-06,Azerbaijan,Belarus,1292,10,0 - 0
2022-06-10,Azerbaijan,Slovakia,1285,-7,0 - 1
2022-06-13,Azerbaijan,Belarus,1321,36,2 - 0
2022-09-22,Azerbaijan,Slovakia,1357,36,1 - 2
2022-09-25,Azerbaijan,Kazakhstan,1390,33,3 - 0
2022-11-16,Azerbaijan,Moldova,1399,9,1 - 2
2022-11-20,Azerbaijan,North Macedonia,1423,24,1 - 3
2023-03-24,Azerbaijan,Austria,1418,-5,4 - 1
2023-03-27,Azerbaijan,Sweden,1412,-6,5 - 0
2023-06-17,Azerbaijan,Estonia,1408,-4,1 - 1
2023-09-09,Azerbaijan,Belgium,1406,-2,0 - 1
2023-09-12,Azerbaijan,Jordan,1418,12,2 - 1
2023-10-13,Azerbaijan,Estonia,1457,39,0 - 2
2023-10-16,Azerbaijan,Austria,1449,-8,0 - 1
2023-11-16,Azerbaijan,Sweden,1501,52,3 - 0
2023-11-19,Azerbaijan,Belgium,1498,-3,5 - 0
2024-03-22,Azerbaijan,Mongolia,1498,0,1 - 0
2024-03-25,Azerbaijan,Bulgaria,1493,-5,1 - 1
2024-06-07,Azerbaijan,Albania,1483,-10,3 - 1
2024-06-11,Azerbaijan,Kazakhstan,1492,9,3 - 2
2024-09-05,Azerbaijan,Sweden,1469,-23,1 - 3
2024-09-08,Azerbaijan,Slovakia,1461,-8,2 - 0
2024-10-11,Azerbaijan,Estonia,1431,-30,3 - 1
2024-10-14,Azerbaijan,Slovakia,1414,-17,1 - 3
2024-11-16,Azerbaijan,Estonia,1406,-8,0 - 0
2024-11-19,Azerbaijan,Sweden,1399,-7,6 - 0
2025-03-22,Azerbaijan,Haiti,1384,-15,0 - 3
2025-03-25,Azerbaijan,Belarus,1369,-15,0 - 2
2025-06-07,Azerbaijan,Latvia,1369,1,0 - 0
2025-06-10,Azerbaijan,Hungary,1365,-4,1 - 2
2025-09-05,Azerbaijan,Iceland,1352,-13,5 - 0
2025-09-09,Azerbaijan,Ukraine,1367,15,1 - 1
2025-10-10,Azerbaijan,France,1366,-1,3 - 0
2025-10-13,Azerbaijan,Ukraine,1363,-3,2 - 1
2025-11-13,Azerbaijan,Iceland,1341,-22,0 - 2
2025-11-16,Azerbaijan,France,1339,-2,1 - 3
2026-03-27,Azerbaijan,St Lucia,1344,5,6 - 1
2026-03-30,Azerbaijan,Sierra Leone,1340,-4,1 - 1
2026-06-05,Azerbaijan,Malta,1321,-19,2 - 0
2026-06-09,Azerbaijan,San Marino,1322,1,2 - 1
2021-06-02,Bahamas,Puerto Rico,856,-20,7 - 0
2021-06-05,Bahamas,Trinidad and Tobago,872,16,0 - 0
2021-07-03,Bahamas,Guadeloupe,865,-7,2 - 0
2022-03-26,Bahamas,St Martin,853,-12,2 - 0
2022-05-12,Bahamas,Turks and Caicos Islands,861,8,4 - 2
2022-05-14,Bahamas,Turks and Caicos Islands,846,-15,1 - 2
2022-06-03,Bahamas,St Vincent,875,29,1 - 0
2022-06-06,Bahamas,Trinidad and Tobago,874,-1,1 - 0
2022-06-10,Bahamas,Nicaragua,864,-10,0 - 2
2022-06-13,Bahamas,Nicaragua,860,-4,4 - 0
2023-03-03,Bahamas,Turks and Caicos Islands,844,-16,1 - 2
2023-03-04,Bahamas,Turks and Caicos Islands,851,7,2 - 0
2023-03-24,Bahamas,Trinidad and Tobago,845,-6,0 - 3
2023-03-27,Bahamas,St Vincent,859,14,1 - 1
2023-09-09,Bahamas,Puerto Rico,835,-24,1 - 6
2023-09-12,Bahamas,Guyana,832,-3,3 - 2
2023-10-14,Bahamas,Antigua and Barbuda,808,-24,1 - 4
2023-10-17,Bahamas,Antigua and Barbuda,824,16,2 - 2
2023-11-21,Bahamas,Puerto Rico,817,-7,6 - 1
2024-06-08,Bahamas,Trinidad and Tobago,814,-3,7 - 1
2024-06-11,Bahamas,St Kitts and Nevis,810,-4,1 - 0
2024-09-04,Bahamas,United States Virgin Islands,805,-5,3 - 3
2024-09-07,Bahamas,Barbados,792,-13,3 - 2
2024-10-12,Bahamas,United States Virgin Islands,807,15,3 - 1
2024-10-15,Bahamas,Barbados,793,-14,6 - 2
2025-06-04,Bahamas,Grenada,784,-8,6 - 0
2025-06-07,Bahamas,Costa Rica,783,-1,8 - 0
2025-11-12,Bahamas,Anguilla,761,-21,2 - 1
2025-11-15,Bahamas,British Virgin Islands,719,-42,6 - 0
2026-03-26,Bahamas,Anguilla,692,-27,3 - 1
2026-03-29,Bahamas,Cayman Islands,685,-7,1 - 0
2021-06-03,Bahrain,Cambodia,1566,1,8 - 0
2021-06-07,Bahrain,Iran,1541,-25,0 - 3
2021-06-15,Bahrain,Hong Kong,1546,5,4 - 0
2021-06-25,Bahrain,Kuwait,1563,17,2 - 0
2021-09-01,Bahrain,Haiti,1582,19,6 - 1
2021-09-07,Bahrain,Jordan,1558,-24,1 - 2
2021-10-06,Bahrain,Curaçao,1570,12,4 - 0
2021-10-12,Bahrain,New Zealand,1548,-22,0 - 1
2021-11-16,Bahrain,Kyrgyzstan,1551,3,4 - 2
2021-11-30,Bahrain,Qatar,1541,-10,1 - 0
2021-12-03,Bahrain,Iraq,1543,2,0 - 0
2021-12-06,Bahrain,Oman,1504,-39,3 - 0
2022-01-27,Bahrain,Uganda,1513,9,3 - 1
2022-02-01,Bahrain,DR Congo,1520,7,1 - 0
2022-03-23,Bahrain,India,1522,2,2 - 1
2022-03-26,Bahrain,Burundi,1524,2,1 - 0
2022-03-29,Bahrain,Belarus,1510,-14,0 - 1
2022-05-24,Bahrain,Thailand,1494,-16,3 - 1
2022-05-27,Bahrain,Myanmar,1495,1,2 - 0
2022-05-31,Bahrain,Thailand,1505,10,1 - 2
2022-06-08,Bahrain,Bangladesh,1506,1,2 - 0
2022-06-11,Bahrain,Malaysia,1515,9,1 - 2
2022-06-14,Bahrain,Turkmenistan,1522,7,1 - 0
2022-09-23,Bahrain,Cabo Verde,1508,-14,1 - 2
2022-09-27,Bahrain,Panama,1495,-13,0 - 2
2022-11-11,Bahrain,Canada,1500,5,2 - 2
2022-11-18,Bahrain,Serbia,1494,-6,1 - 5
2023-01-07,Bahrain,United Arab Emirates,1514,20,2 - 1
2023-01-10,Bahrain,Qatar,1538,24,2 - 1
2023-01-13,Bahrain,Kuwait,1527,-11,1 - 1
2023-01-16,Bahrain,Oman,1511,-16,1 - 0
2023-03-25,Bahrain,Palestine,1496,-15,1 - 2
2023-03-28,Bahrain,Syria,1501,5,1 - 0
2023-09-07,Bahrain,Kuwait,1481,-20,3 - 1
2023-09-12,Bahrain,Turkmenistan,1475,-6,1 - 1
2023-10-12,Bahrain,Kyrgyzstan,1479,4,2 - 0
2023-10-17,Bahrain,Philippines,1480,1,1 - 0
2023-11-16,Bahrain,Yemen,1486,6,2 - 0
2023-11-21,Bahrain,United Arab Emirates,1448,-38,0 - 2
2024-01-06,Bahrain,Australia,1444,-4,2 - 0
2024-01-10,Bahrain,Angola,1424,-20,3 - 0
2024-01-15,Bahrain,South Korea,1416,-8,3 - 1
2024-01-20,Bahrain,Malaysia,1432,16,1 - 0
2024-01-25,Bahrain,Jordan,1465,33,1 - 0
2024-01-31,Bahrain,Japan,1458,-7,3 - 1
2024-03-21,Bahrain,Nepal,1460,2,5 - 0
2024-03-26,Bahrain,Nepal,1461,1,3 - 0
2024-06-06,Bahrain,Yemen,1444,-17,0 - 0
2024-06-11,Bahrain,United Arab Emirates,1453,9,1 - 1
2024-09-05,Bahrain,Australia,1490,37,0 - 1
2024-09-10,Bahrain,Japan,1476,-14,0 - 5
2024-10-10,Bahrain,Indonesia,1465,-11,2 - 2
2024-10-15,Bahrain,Saudi Arabia,1476,11,0 - 0
2024-11-14,Bahrain,China,1446,-30,0 - 1
2024-11-19,Bahrain,Australia,1456,10,2 - 2
2024-12-22,Bahrain,Saudi Arabia,1481,25,3 - 2
2024-12-25,Bahrain,Iraq,1526,45,2 - 0
2024-12-28,Bahrain,Yemen,1489,-37,2 - 1
2024-12-31,Bahrain,Kuwait,1507,18,0 - 1
2025-01-04,Bahrain,Oman,1528,21,2 - 1
2025-03-20,Bahrain,Japan,1524,-4,2 - 0
2025-03-25,Bahrain,Indonesia,1498,-26,1 - 0
2025-06-05,Bahrain,Saudi Arabia,1465,-32,0 - 2
2025-06-10,Bahrain,China,1446,-19,1 - 0
2025-09-03,Bahrain,Qatar,1450,4,2 - 2
2025-09-08,Bahrain,United Arab Emirates,1445,-5,1 - 0
2025-10-09,Bahrain,Morocco,1444,-1,1 - 0
2025-11-17,Bahrain,Somalia,1426,-20,1 - 2
2025-11-21,Bahrain,Somalia,1407,-19,0 - 1
2025-11-26,Bahrain,Djibouti,1409,2,1 - 0
2025-12-03,Bahrain,Iraq,1399,-10,2 - 1
2025-12-06,Bahrain,Algeria,1388,-11,5 - 1
2025-12-09,Bahrain,Sudan,1417,29,3 - 1
2026-06-05,Bahrain,Georgia,1414,-4,2 - 0
2021-06-03,Bangladesh,Afghanistan,854,14,1 - 1
2021-06-07,Bangladesh,India,846,-8,2 - 0
2021-06-15,Bangladesh,Oman,844,-2,3 - 0
2021-09-05,Bangladesh,Palestine,842,-2,2 - 0
2021-09-07,Bangladesh,Kyrgyzstan,840,-2,4 - 1
2021-10-01,Bangladesh,Sri Lanka,850,10,1 - 0
2021-10-04,Bangladesh,India,865,15,1 - 1
2021-10-07,Bangladesh,Maldives,848,-17,2 - 0
2021-10-13,Bangladesh,Nepal,854,6,1 - 1
2021-11-10,Bangladesh,Seychelles,856,2,1 - 1
2021-11-13,Bangladesh,Maldives,874,18,2 - 1
2021-11-16,Bangladesh,Sri Lanka,854,-20,2 - 1
2022-03-24,Bangladesh,Maldives,845,-9,2 - 0
2022-03-29,Bangladesh,Mongolia,840,-5,0 - 0
2022-06-01,Bangladesh,Indonesia,849,9,0 - 0
2022-06-08,Bangladesh,Bahrain,848,-1,2 - 0
2022-06-11,Bangladesh,Turkmenistan,844,-4,2 - 1
2022-06-14,Bangladesh,Malaysia,839,-5,4 - 1
2022-09-22,Bangladesh,Cambodia,852,13,0 - 1
2022-09-27,Bangladesh,Nepal,844,-8,3 - 1
2023-03-15,Bangladesh,Malawi,852,8,1 - 1
2023-03-25,Bangladesh,Seychelles,860,8,1 - 0
2023-03-28,Bangladesh,Seychelles,848,-12,0 - 1
2023-06-15,Bangladesh,Cambodia,862,14,0 - 1
2023-06-22,Bangladesh,Lebanon,857,-5,2 - 0
2023-06-25,Bangladesh,Maldives,894,37,3 - 1
2023-06-28,Bangladesh,Bhutan,902,8,3 - 1
2023-07-01,Bangladesh,Kuwait,900,-2,1 - 0
2023-09-03,Bangladesh,Afghanistan,902,2,0 - 0
2023-09-07,Bangladesh,Afghanistan,904,2,1 - 1
2023-10-12,Bangladesh,Maldives,909,5,1 - 1
2023-10-17,Bangladesh,Maldives,923,14,2 - 1
2023-11-21,Bangladesh,Lebanon,937,14,1 - 1
2024-03-10,Bangladesh,Sudan,945,8,0 - 0
2024-03-14,Bangladesh,Sudan,941,-4,3 - 0
2024-03-21,Bangladesh,Palestine,936,-5,5 - 0
2024-03-26,Bangladesh,Palestine,932,-4,0 - 1
2024-06-06,Bangladesh,Australia,931,-1,0 - 2
2024-06-11,Bangladesh,Lebanon,923,-8,4 - 0
2024-09-05,Bangladesh,Bhutan,927,4,0 - 1
2024-09-08,Bangladesh,Bhutan,911,-16,1 - 0
2024-11-13,Bangladesh,Maldives,897,-14,0 - 1
2024-11-16,Bangladesh,Maldives,904,7,2 - 1
2025-03-25,Bangladesh,India,920,16,0 - 0
2025-06-04,Bangladesh,Bhutan,922,3,2 - 0
2025-06-10,Bangladesh,Singapore,904,-18,1 - 2
2025-09-06,Bangladesh,Nepal,908,3,0 - 0
2025-10-09,Bangladesh,Hong Kong,897,-11,3 - 4
2025-10-14,Bangladesh,Hong Kong,915,16,1 - 1
2025-11-13,Bangladesh,Nepal,912,-3,2 - 2
2025-11-18,Bangladesh,India,940,28,1 - 0
2026-03-26,Bangladesh,Vietnam,938,-2,3 - 0
2026-03-31,Bangladesh,Singapore,932,-6,1 - 0
2026-06-05,Bangladesh,San Marino,942,10,1 - 2
2021-06-04,Barbados,Dominican Republic,1114,9,1 - 1
2021-06-08,Barbados,Dominica,1109,-5,1 - 1
2021-07-02,Barbados,Bermuda,1079,-30,8 - 1
2022-01-28,Barbados,Suriname,1076,-3,1 - 0
2022-01-30,Barbados,Guyana,1079,3,0 - 0
2022-02-22,Barbados,Martinique,1076,-3,3 - 1
2022-03-25,Barbados,Trinidad and Tobago,1069,-7,9 - 0
2022-03-27,Barbados,Guyana,1045,-24,5 - 0
2022-06-02,Barbados,Antigua and Barbuda,1032,-13,1 - 0
2022-06-05,Barbados,Cuba,1023,-9,3 - 0
2022-06-09,Barbados,Guadeloupe,1012,-11,0 - 1
2022-06-12,Barbados,Guadeloupe,1006,-6,2 - 1
2023-02-22,Barbados,Grenada,1012,6,1 - 1
2023-02-24,Barbados,Grenada,1018,6,2 - 2
2023-02-26,Barbados,Grenada,1023,5,2 - 2
2023-03-23,Barbados,Cuba,1014,-9,0 - 1
2023-03-26,Barbados,Antigua and Barbuda,1047,33,1 - 2
2023-09-08,Barbados,Montserrat,1018,-29,2 - 3
2023-09-11,Barbados,Nicaragua,1011,-7,5 - 1
2023-10-13,Barbados,Dominican Republic,979,-32,0 - 5
2023-10-16,Barbados,Dominican Republic,970,-9,5 - 2
2023-11-17,Barbados,Nicaragua,956,-14,0 - 4
2023-11-20,Barbados,Montserrat,938,-18,4 - 2
2024-06-05,Barbados,Curaçao,934,-4,4 - 1
2024-06-09,Barbados,Haiti,930,-4,1 - 3
2024-09-07,Barbados,Bahamas,943,13,3 - 2
2024-09-10,Barbados,United States Virgin Islands,958,15,0 - 3
2024-10-09,Barbados,United States Virgin Islands,964,6,5 - 0
2024-10-15,Barbados,Bahamas,978,14,6 - 2
2024-11-15,Barbados,Guyana,956,-22,1 - 4
2024-11-19,Barbados,Guyana,950,-6,5 - 3
2025-05-08,Barbados,Dominica,955,4,0 - 0
2025-05-11,Barbados,Dominica,958,3,0 - 0
2025-06-04,Barbados,Aruba,949,-8,1 - 1
2025-06-10,Barbados,St Lucia,939,-10,2 - 1
2025-11-12,Barbados,Bonaire,949,11,3 - 2
2025-11-15,Barbados,Aruba,921,-28,3 - 0
2026-03-26,Barbados,St Martin,904,-17,3 - 1
2026-03-29,Barbados,St Vincent,898,-6,3 - 2
2021-06-02,Belarus,Azerbaijan,1492,-16,1 - 2
2021-09-02,Belarus,Czech Republic,1489,-3,1 - 0
2021-09-05,Belarus,Wales,1484,-5,3 - 2
2021-09-08,Belarus,Belgium,1483,-1,0 - 1
2021-10-08,Belarus,Estonia,1456,-27,2 - 0
2021-10-11,Belarus,Czech Republic,1449,-7,2 - 0
2021-11-13,Belarus,Wales,1444,-5,5 - 1
2021-11-16,Belarus,Jordan,1453,9,1 - 0
2022-03-26,Belarus,India,1460,7,3 - 0
2022-03-29,Belarus,Bahrain,1474,14,0 - 1
2022-06-03,Belarus,Slovakia,1464,-10,1 - 0
2022-06-06,Belarus,Azerbaijan,1454,-10,0 - 0
2022-06-10,Belarus,Kazakhstan,1450,-4,1 - 1
2022-06-13,Belarus,Azerbaijan,1414,-36,2 - 0
2022-09-22,Belarus,Kazakhstan,1400,-14,2 - 1
2022-09-25,Belarus,Slovakia,1414,14,1 - 1
2022-11-17,Belarus,Syria,1425,11,1 - 0
2022-11-20,Belarus,Oman,1415,-10,2 - 0
2023-03-25,Belarus,Switzerland,1410,-5,0 - 5
2023-03-28,Belarus,Romania,1404,-6,2 - 1
2023-06-16,Belarus,Israel,1394,-10,2 - 1
2023-06-19,Belarus,Kosovo,1420,26,2 - 1
2023-09-09,Belarus,Andorra,1410,-10,0 - 0
2023-09-12,Belarus,Israel,1404,-6,1 - 0
2023-10-12,Belarus,Romania,1416,12,0 - 0
2023-10-15,Belarus,Switzerland,1434,18,3 - 3
2023-11-18,Belarus,Andorra,1439,5,1 - 0
2023-11-21,Belarus,Kosovo,1469,30,0 - 1
2024-03-21,Belarus,Montenegro,1457,-12,2 - 0
2024-03-26,Belarus,Malta,1454,-3,0 - 0
2024-06-07,Belarus,Russia,1446,-8,0 - 4
2024-06-11,Belarus,Israel,1433,-13,4 - 0
2024-09-05,Belarus,Bulgaria,1436,3,0 - 0
2024-09-08,Belarus,Luxembourg,1464,28,0 - 1
2024-10-12,Belarus,Northern Ireland,1467,3,0 - 0
2024-10-15,Belarus,Luxembourg,1467,0,1 - 1
2024-11-15,Belarus,Northern Ireland,1451,-16,2 - 0
2024-11-18,Belarus,Bulgaria,1459,8,1 - 1
2025-03-20,Belarus,Tajikistan,1476,17,0 - 5
2025-03-25,Belarus,Azerbaijan,1491,15,0 - 2
2025-06-05,Belarus,Kazakhstan,1501,10,4 - 1
2025-06-10,Belarus,Russia,1492,-9,1 - 4
2025-09-05,Belarus,Greece,1487,-5,5 - 1
2025-09-08,Belarus,Scotland,1475,-12,2 - 0
2025-10-09,Belarus,Denmark,1468,-7,6 - 0
2025-10-12,Belarus,Scotland,1464,-4,2 - 1
2025-11-15,Belarus,Denmark,1482,18,2 - 2
2025-11-18,Belarus,Greece,1496,14,0 - 0
2026-03-26,Belarus,Cyprus,1503,7,0 - 1
2026-03-29,Belarus,Armenia,1513,10,1 - 2
2026-06-05,Belarus,Syria,1525,12,4 - 1
2026-06-09,Belarus,Burkina Faso,1522,-3,2 - 2
2021-06-03,Belgium,Greece,2098,-9,1 - 1
2021-06-06,Belgium,Croatia,2100,2,1 - 0
2021-06-12,Belgium,Russia,2116,16,0 - 3
2021-06-17,Belgium,Denmark,2135,19,1 - 2
2021-06-21,Belgium,Finland,2141,6,2 - 0
2021-06-27,Belgium,Portugal,2158,17,1 - 0
2021-07-02,Belgium,Italy,2126,-32,2 - 1
2021-09-02,Belgium,Estonia,2128,2,2 - 5
2021-09-05,Belgium,Czech Republic,2135,7,3 - 0
2021-09-08,Belgium,Belarus,2136,1,0 - 1
2021-10-07,Belgium,France,2105,-31,3 - 2
2021-10-10,Belgium,Italy,2082,-23,2 - 1
2021-11-13,Belgium,Estonia,2083,1,3 - 1
2021-11-16,Belgium,Wales,2075,-8,1 - 1
2022-03-26,Belgium,Republic of Ireland,2068,-7,2 - 2
2022-03-29,Belgium,Burkina Faso,2069,1,3 - 0
2022-06-03,Belgium,Netherlands,2014,-55,1 - 4
2022-06-08,Belgium,Poland,2026,12,6 - 1
2022-06-11,Belgium,Wales,2020,-6,1 - 1
2022-06-14,Belgium,Poland,2034,14,0 - 1
2022-09-22,Belgium,Wales,2040,6,2 - 1
2022-09-25,Belgium,Netherlands,2025,-15,1 - 0
